"trinomial","opencontext_uri","opencontext_mirror_url","tdar_metadata_uri","state_source","link_identified"
"12B25","http://opencontext.org/subjects/C18F1E91-4B92-430D-336C-02AB319D75C0","http://opencontext.dainst.org/subjects/C18F1E91-4B92-430D-336C-02AB319D75C0","http://core.tdar.org/browse/site-name/13161/12b25","Indiana Site Files","2015-02-18 22:55:24.945459"
"12B26","http://opencontext.org/subjects/F39536A4-7A80-4393-76D7-3D652CD8EA3B","http://opencontext.dainst.org/subjects/F39536A4-7A80-4393-76D7-3D652CD8EA3B","http://core.tdar.org/browse/site-name/13194/12b26","Indiana Site Files","2015-02-18 22:55:31.521674"
"12B27","http://opencontext.org/subjects/065092B5-6351-4CAD-98B9-AA23A8127CCE","http://opencontext.dainst.org/subjects/065092B5-6351-4CAD-98B9-AA23A8127CCE","http://core.tdar.org/browse/site-name/13192/12b27","Indiana Site Files","2015-02-18 22:55:36.936888"
"12B28","http://opencontext.org/subjects/3BC69106-0D65-4A96-F087-24D08C09FBBF","http://opencontext.dainst.org/subjects/3BC69106-0D65-4A96-F087-24D08C09FBBF","http://core.tdar.org/browse/site-name/13193/12b28","Indiana Site Files","2015-02-18 22:55:40.285295"
"12B29","http://opencontext.org/subjects/46BCA4AC-A1A9-4F26-7D23-61F1B8C762F5","http://opencontext.dainst.org/subjects/46BCA4AC-A1A9-4F26-7D23-61F1B8C762F5","http://core.tdar.org/browse/site-name/13185/12b29","Indiana Site Files","2015-02-18 22:55:44.931107"
"12B30","http://opencontext.org/subjects/BCF52AEB-62DD-4F48-52EC-79A1FA8B50EE","http://opencontext.dainst.org/subjects/BCF52AEB-62DD-4F48-52EC-79A1FA8B50EE","http://core.tdar.org/browse/site-name/13196/12b30","Indiana Site Files","2015-02-18 22:55:50.924324"
"12B31","http://opencontext.org/subjects/B74FB812-7B4A-49E3-2363-52AF6CE66340","http://opencontext.dainst.org/subjects/B74FB812-7B4A-49E3-2363-52AF6CE66340","http://core.tdar.org/browse/site-name/13195/12b31","Indiana Site Files","2015-02-18 22:55:55.609733"
"12B32","http://opencontext.org/subjects/E550B698-83C8-4EAA-D686-4479933E5D1C","http://opencontext.dainst.org/subjects/E550B698-83C8-4EAA-D686-4479933E5D1C","http://core.tdar.org/browse/site-name/13167/12b32","Indiana Site Files","2015-02-18 22:56:00.244342"
"12B33","http://opencontext.org/subjects/DC19355E-537A-40FD-FD1F-D9E75D1FBE23","http://opencontext.dainst.org/subjects/DC19355E-537A-40FD-FD1F-D9E75D1FBE23","http://core.tdar.org/browse/site-name/13168/12b33","Indiana Site Files","2015-02-18 22:56:06.192354"
"12B34","http://opencontext.org/subjects/6FF46C37-A144-4681-BCCF-A038617653D4","http://opencontext.dainst.org/subjects/6FF46C37-A144-4681-BCCF-A038617653D4","http://core.tdar.org/browse/site-name/13169/12b34","Indiana Site Files","2015-02-18 22:56:10.833963"
"12B35","http://opencontext.org/subjects/41CEB4C5-1569-40EA-D002-3DF28B66D7F9","http://opencontext.dainst.org/subjects/41CEB4C5-1569-40EA-D002-3DF28B66D7F9","http://core.tdar.org/browse/site-name/13170/12b35","Indiana Site Files","2015-02-18 22:56:16.713574"
"12B36","http://opencontext.org/subjects/2B8E3E7B-FE29-4A24-EAE2-28B9F89F80CD","http://opencontext.dainst.org/subjects/2B8E3E7B-FE29-4A24-EAE2-28B9F89F80CD","http://core.tdar.org/browse/site-name/13171/12b36","Indiana Site Files","2015-02-18 22:56:21.380586"
"12B37","http://opencontext.org/subjects/49A34458-789A-4A40-1473-59AE33497660","http://opencontext.dainst.org/subjects/49A34458-789A-4A40-1473-59AE33497660","http://core.tdar.org/browse/site-name/13172/12b37","Indiana Site Files","2015-02-18 22:56:29.999009"
"12B38","http://opencontext.org/subjects/5EE569EF-0277-4419-F387-0564EF416E41","http://opencontext.dainst.org/subjects/5EE569EF-0277-4419-F387-0564EF416E41","http://core.tdar.org/browse/site-name/13173/12b38","Indiana Site Files","2015-02-18 22:56:35.916023"
"12B39","http://opencontext.org/subjects/0B973093-2ED0-43F0-8FE0-B356E4CACE45","http://opencontext.dainst.org/subjects/0B973093-2ED0-43F0-8FE0-B356E4CACE45","http://core.tdar.org/browse/site-name/13174/12b39","Indiana Site Files","2015-02-18 22:56:41.947634"
"12B40","http://opencontext.org/subjects/58DA9260-961B-402A-590A-329388894A27","http://opencontext.dainst.org/subjects/58DA9260-961B-402A-590A-329388894A27","http://core.tdar.org/browse/site-name/13175/12b40","Indiana Site Files","2015-02-18 22:56:46.531244"
"12B41","http://opencontext.org/subjects/3F5FC329-775C-4CC1-A720-7CCA10614449","http://opencontext.dainst.org/subjects/3F5FC329-775C-4CC1-A720-7CCA10614449","http://core.tdar.org/browse/site-name/13177/12b41","Indiana Site Files","2015-02-18 22:56:51.150857"
"12B42","http://opencontext.org/subjects/5C1C6B51-93EF-4A22-7FC2-F5E4875D0291","http://opencontext.dainst.org/subjects/5C1C6B51-93EF-4A22-7FC2-F5E4875D0291","http://core.tdar.org/browse/site-name/13176/12b42","Indiana Site Files","2015-02-18 22:56:57.042072"
"12B43","http://opencontext.org/subjects/704C85FC-FCD0-4FE3-B84F-683A8275128C","http://opencontext.dainst.org/subjects/704C85FC-FCD0-4FE3-B84F-683A8275128C","http://core.tdar.org/browse/site-name/13223/12b43","Indiana Site Files","2015-02-18 22:57:01.767682"
"12B44","http://opencontext.org/subjects/461B16DB-46C5-43B0-6E22-A5E3C5092786","http://opencontext.dainst.org/subjects/461B16DB-46C5-43B0-6E22-A5E3C5092786","http://core.tdar.org/browse/site-name/13222/12b44","Indiana Site Files","2015-02-18 22:57:09.4343"
"12B45","http://opencontext.org/subjects/AFA5F387-D027-47D2-07BD-3F41C76D18F9","http://opencontext.dainst.org/subjects/AFA5F387-D027-47D2-07BD-3F41C76D18F9","http://core.tdar.org/browse/site-name/13221/12b45","Indiana Site Files","2015-02-18 22:57:14.051309"
"12B46","http://opencontext.org/subjects/23EF5863-6F99-4BE3-8365-31585D6C1CF0","http://opencontext.dainst.org/subjects/23EF5863-6F99-4BE3-8365-31585D6C1CF0","http://core.tdar.org/browse/site-name/13220/12b46","Indiana Site Files","2015-02-18 22:57:21.293127"
"12B47","http://opencontext.org/subjects/CB05DFA4-3AC7-41FC-B95F-82E3F4B66214","http://opencontext.dainst.org/subjects/CB05DFA4-3AC7-41FC-B95F-82E3F4B66214","http://core.tdar.org/browse/site-name/13219/12b47","Indiana Site Files","2015-02-18 22:57:25.818536"
"12B48","http://opencontext.org/subjects/30DAEB14-BFE2-4624-96CC-DA73EA52244C","http://opencontext.dainst.org/subjects/30DAEB14-BFE2-4624-96CC-DA73EA52244C","http://core.tdar.org/browse/site-name/13217/12b48","Indiana Site Files","2015-02-18 22:57:30.377145"
"12B49","http://opencontext.org/subjects/5BCA4FE0-B9F7-4D69-EA6F-940AE3C2A6DE","http://opencontext.dainst.org/subjects/5BCA4FE0-B9F7-4D69-EA6F-940AE3C2A6DE","http://core.tdar.org/browse/site-name/13215/12b49","Indiana Site Files","2015-02-18 22:57:36.499167"
"12B50","http://opencontext.org/subjects/45188FAB-6668-4888-1AD6-6EB15671864C","http://opencontext.dainst.org/subjects/45188FAB-6668-4888-1AD6-6EB15671864C","http://core.tdar.org/browse/site-name/13233/12b50","Indiana Site Files","2015-02-18 22:57:41.130776"
"12B51","http://opencontext.org/subjects/AEA3235C-5B6F-42D2-81DF-DD900C385980","http://opencontext.dainst.org/subjects/AEA3235C-5B6F-42D2-81DF-DD900C385980","http://core.tdar.org/browse/site-name/13234/12b51","Indiana Site Files","2015-02-18 22:57:45.789985"
"12B52","http://opencontext.org/subjects/506F161B-71E4-44A0-3606-C9F7D001D702","http://opencontext.dainst.org/subjects/506F161B-71E4-44A0-3606-C9F7D001D702","http://core.tdar.org/browse/site-name/13231/12b52","Indiana Site Files","2015-02-18 22:57:50.355194"
"12B53","http://opencontext.org/subjects/8EB14733-0E7C-416C-44B0-064FC3B634EC","http://opencontext.dainst.org/subjects/8EB14733-0E7C-416C-44B0-064FC3B634EC","http://core.tdar.org/browse/site-name/13232/12b53","Indiana Site Files","2015-02-18 22:57:55.004605"
"12B54","http://opencontext.org/subjects/F43C316A-4ED0-43BB-220F-6A04D3B7B382","http://opencontext.dainst.org/subjects/F43C316A-4ED0-43BB-220F-6A04D3B7B382","http://core.tdar.org/browse/site-name/13206/12b54","Indiana Site Files","2015-02-18 22:57:58.276012"
"12B55","http://opencontext.org/subjects/E7E67BBB-7415-4E3A-BD9C-042B6851FDB9","http://opencontext.dainst.org/subjects/E7E67BBB-7415-4E3A-BD9C-042B6851FDB9","http://core.tdar.org/browse/site-name/13205/12b55","Indiana Site Files","2015-02-18 22:58:01.605818"
"12B56","http://opencontext.org/subjects/374A38F7-3AAD-46F1-F02A-D6820FC88793","http://opencontext.dainst.org/subjects/374A38F7-3AAD-46F1-F02A-D6820FC88793","http://core.tdar.org/browse/site-name/13208/12b56","Indiana Site Files","2015-02-18 22:58:07.522431"
"12B57","http://opencontext.org/subjects/B47E44C7-11B4-42FA-E95F-8D788E50B68D","http://opencontext.dainst.org/subjects/B47E44C7-11B4-42FA-E95F-8D788E50B68D","http://core.tdar.org/browse/site-name/13207/12b57","Indiana Site Files","2015-02-18 22:58:12.095442"
"12B58","http://opencontext.org/subjects/22C0EBBF-6E79-4E31-4298-59F079513899","http://opencontext.dainst.org/subjects/22C0EBBF-6E79-4E31-4298-59F079513899","http://core.tdar.org/browse/site-name/13204/12b58","Indiana Site Files","2015-02-18 22:58:18.278256"
"12B59","http://opencontext.org/subjects/AE86EC06-B5FA-4EB4-2F44-36F67286AB3B","http://opencontext.dainst.org/subjects/AE86EC06-B5FA-4EB4-2F44-36F67286AB3B","http://core.tdar.org/browse/site-name/13203/12b59","Indiana Site Files","2015-02-18 22:58:24.129068"
"12B60","http://opencontext.org/subjects/E5093A5B-9D29-4464-DDCB-8C88765E8F87","http://opencontext.dainst.org/subjects/E5093A5B-9D29-4464-DDCB-8C88765E8F87","http://core.tdar.org/browse/site-name/13213/12b60","Indiana Site Files","2015-02-18 22:58:28.664477"
"12B61","http://opencontext.org/subjects/A9D8F438-3155-4D32-E155-E538AA46F59C","http://opencontext.dainst.org/subjects/A9D8F438-3155-4D32-E155-E538AA46F59C","http://core.tdar.org/browse/site-name/13209/12b61","Indiana Site Files","2015-02-18 22:58:33.328092"
"12B62","http://opencontext.org/subjects/B71A31E3-2DD5-4B70-0294-B9AE6FA5D8E9","http://opencontext.dainst.org/subjects/B71A31E3-2DD5-4B70-0294-B9AE6FA5D8E9","http://core.tdar.org/browse/site-name/13210/12b62","Indiana Site Files","2015-02-18 22:58:41.845311"
"12B63","http://opencontext.org/subjects/0CBD0E68-0237-43E9-882D-B26C7A67FAC4","http://opencontext.dainst.org/subjects/0CBD0E68-0237-43E9-882D-B26C7A67FAC4","http://core.tdar.org/browse/site-name/13211/12b63","Indiana Site Files","2015-02-18 22:58:46.395919"
"12B64","http://opencontext.org/subjects/FA9097FE-7807-4A61-0E39-88AB6C5F11CF","http://opencontext.dainst.org/subjects/FA9097FE-7807-4A61-0E39-88AB6C5F11CF","http://core.tdar.org/browse/site-name/13212/12b64","Indiana Site Files","2015-02-18 22:58:50.947131"
"12B65","http://opencontext.org/subjects/3828E01C-3029-4D41-D4D1-6FB3A6101026","http://opencontext.dainst.org/subjects/3828E01C-3029-4D41-D4D1-6FB3A6101026","http://core.tdar.org/browse/site-name/13187/12b65","Indiana Site Files","2015-02-18 22:58:56.857145"
"12B68","http://opencontext.org/subjects/2DA01A3F-062B-44CB-C4B4-A16A20E1A778","http://opencontext.dainst.org/subjects/2DA01A3F-062B-44CB-C4B4-A16A20E1A778","http://core.tdar.org/browse/site-name/13183/12b68","Indiana Site Files","2015-02-18 22:59:05.862766"
"12B69","http://opencontext.org/subjects/9D3E36CD-E364-4B92-E508-7CEA7CF19B3B","http://opencontext.dainst.org/subjects/9D3E36CD-E364-4B92-E508-7CEA7CF19B3B","http://core.tdar.org/browse/site-name/13188/12b69","Indiana Site Files","2015-02-18 22:59:09.144173"
"12B70","http://opencontext.org/subjects/721872D5-486D-4540-0F24-6EB27741EBFD","http://opencontext.dainst.org/subjects/721872D5-486D-4540-0F24-6EB27741EBFD","http://core.tdar.org/browse/site-name/13197/12b70","Indiana Site Files","2015-02-18 22:59:16.238388"
"12B71","http://opencontext.org/subjects/619E3407-11ED-4673-81D8-59890A94A1B7","http://opencontext.dainst.org/subjects/619E3407-11ED-4673-81D8-59890A94A1B7","http://core.tdar.org/browse/site-name/13198/12b71","Indiana Site Files","2015-02-18 22:59:20.814597"
"12B72","http://opencontext.org/subjects/1A99CC4C-85A7-4362-2B7E-3BC7218E5A21","http://opencontext.dainst.org/subjects/1A99CC4C-85A7-4362-2B7E-3BC7218E5A21","http://core.tdar.org/browse/site-name/13201/12b72","Indiana Site Files","2015-02-18 22:59:27.920412"
"12B73","http://opencontext.org/subjects/565C5AA5-0109-4AD4-F3E4-3D2D3F584B41","http://opencontext.dainst.org/subjects/565C5AA5-0109-4AD4-F3E4-3D2D3F584B41","http://core.tdar.org/browse/site-name/13202/12b73","Indiana Site Files","2015-02-18 22:59:32.410422"
"12B74","http://opencontext.org/subjects/4743A104-1411-4D81-B03C-F36B829B7E84","http://opencontext.dainst.org/subjects/4743A104-1411-4D81-B03C-F36B829B7E84","http://core.tdar.org/browse/site-name/13199/12b74","Indiana Site Files","2015-02-18 22:59:39.533238"
"12B75","http://opencontext.org/subjects/AE8AF5D9-95BA-40D5-00E3-75C46C9C196A","http://opencontext.dainst.org/subjects/AE8AF5D9-95BA-40D5-00E3-75C46C9C196A","http://core.tdar.org/browse/site-name/13200/12b75","Indiana Site Files","2015-02-18 22:59:44.096446"
"12B76","http://opencontext.org/subjects/0DB957CD-C0B9-42F5-A4F4-CD1D0FF26BED","http://opencontext.dainst.org/subjects/0DB957CD-C0B9-42F5-A4F4-CD1D0FF26BED","http://core.tdar.org/browse/site-name/13164/12b76","Indiana Site Files","2015-02-18 22:59:50.003658"
"12B77","http://opencontext.org/subjects/F9BC96AE-BDA6-435F-1227-144AE311FA20","http://opencontext.dainst.org/subjects/F9BC96AE-BDA6-435F-1227-144AE311FA20","http://core.tdar.org/browse/site-name/13163/12b77","Indiana Site Files","2015-02-18 22:59:54.575669"
"12B78","http://opencontext.org/subjects/DC02286A-CDE6-4CAC-9D2C-DFA6CD300A58","http://opencontext.dainst.org/subjects/DC02286A-CDE6-4CAC-9D2C-DFA6CD300A58","http://core.tdar.org/browse/site-name/13166/12b78","Indiana Site Files","2015-02-18 23:00:00.476484"
"12B79","http://opencontext.org/subjects/A652B287-F3BA-4D74-D7B2-F55B1807C35A","http://opencontext.dainst.org/subjects/A652B287-F3BA-4D74-D7B2-F55B1807C35A","http://core.tdar.org/browse/site-name/13165/12b79","Indiana Site Files","2015-02-18 23:00:07.7271"
"12B80","http://opencontext.org/subjects/4932CD62-9ADB-4C31-EE77-E173A0BAB18B","http://opencontext.dainst.org/subjects/4932CD62-9ADB-4C31-EE77-E173A0BAB18B","http://core.tdar.org/browse/site-name/13178/12b80","Indiana Site Files","2015-02-18 23:00:13.601314"
"12B81","http://opencontext.org/subjects/6A3400AB-AA5E-496E-BDE1-B36D7BCAEF7A","http://opencontext.dainst.org/subjects/6A3400AB-AA5E-496E-BDE1-B36D7BCAEF7A","http://core.tdar.org/browse/site-name/13179/12b81","Indiana Site Files","2015-02-18 23:00:19.526725"
"12B82","http://opencontext.org/subjects/1D57DB13-319F-4770-A442-618498741432","http://opencontext.dainst.org/subjects/1D57DB13-319F-4770-A442-618498741432","http://core.tdar.org/browse/site-name/13180/12b82","Indiana Site Files","2015-02-18 23:00:26.96074"
"12B83","http://opencontext.org/subjects/38E4B560-E069-4151-BF1A-D1452C5B103B","http://opencontext.dainst.org/subjects/38E4B560-E069-4151-BF1A-D1452C5B103B","http://core.tdar.org/browse/site-name/13181/12b83","Indiana Site Files","2015-02-18 23:00:32.860154"
"12B84","http://opencontext.org/subjects/5E60BAEC-A63F-4B73-E1BB-FC637FC2B202","http://opencontext.dainst.org/subjects/5E60BAEC-A63F-4B73-E1BB-FC637FC2B202","http://core.tdar.org/browse/site-name/13182/12b84","Indiana Site Files","2015-02-18 23:00:40.049969"
"13AM82","http://opencontext.org/subjects/EE414E42-B028-4B3A-95BD-2E44A2C2478B","http://opencontext.dainst.org/subjects/EE414E42-B028-4B3A-95BD-2E44A2C2478B","http://core.tdar.org/browse/site-name/2792/13am82","Iowa Site Files","2015-02-19 10:32:11.20246"
"13AN1","http://opencontext.org/subjects/F3B2E8F0-89A9-4617-C21C-1F7A74E4F272","http://opencontext.dainst.org/subjects/F3B2E8F0-89A9-4617-C21C-1F7A74E4F272","http://core.tdar.org/browse/site-name/6414/13an1","Iowa Site Files","2015-02-19 10:32:50.326945"
"13AN10","http://opencontext.org/subjects/B6B41486-28E0-4FAD-D21C-57D6CD3913FC","http://opencontext.dainst.org/subjects/B6B41486-28E0-4FAD-D21C-57D6CD3913FC","http://core.tdar.org/browse/site-name/6418/13an10","Iowa Site Files","2015-02-19 10:32:52.34875"
"13AN16","http://opencontext.org/subjects/7C477EF9-1FC2-4F7C-916B-46A8F9144AB9","http://opencontext.dainst.org/subjects/7C477EF9-1FC2-4F7C-916B-46A8F9144AB9","http://core.tdar.org/browse/site-name/6416/13an16","Iowa Site Files","2015-02-19 10:34:22.285356"
"13AN204","http://opencontext.org/subjects/7D316050-0483-4767-0A56-C2CC556B80ED","http://opencontext.dainst.org/subjects/7D316050-0483-4767-0A56-C2CC556B80ED","http://core.tdar.org/browse/site-name/6420/13an204","Iowa Site Files","2015-02-19 10:35:21.184879"
"13AN5","http://opencontext.org/subjects/9C86FB47-8CF9-4D31-3F29-3D1A39A502B8","http://opencontext.dainst.org/subjects/9C86FB47-8CF9-4D31-3F29-3D1A39A502B8","http://core.tdar.org/browse/site-name/6421/13an5","Iowa Site Files","2015-02-19 10:36:59.081081"
"13AN6","http://opencontext.org/subjects/01E201B5-BF4B-4814-EB0A-E2E830462FBF","http://opencontext.dainst.org/subjects/01E201B5-BF4B-4814-EB0A-E2E830462FBF","http://core.tdar.org/browse/site-name/6422/13an6","Iowa Site Files","2015-02-19 10:37:19.532342"
"13AN7","http://opencontext.org/subjects/F278AC3C-C296-4A30-A1BC-3BB0354C4296","http://opencontext.dainst.org/subjects/F278AC3C-C296-4A30-A1BC-3BB0354C4296","http://core.tdar.org/browse/site-name/6423/13an7","Iowa Site Files","2015-02-19 10:37:36.582401"
"13AN8","http://opencontext.org/subjects/F53B65B0-00E9-4A7F-1699-97724F0DF2B3","http://opencontext.dainst.org/subjects/F53B65B0-00E9-4A7F-1699-97724F0DF2B3","http://core.tdar.org/browse/site-name/6424/13an8","Iowa Site Files","2015-02-19 10:37:58.590647"
"13CD117","http://opencontext.org/subjects/050B6377-A242-40FC-CCA0-3CDE318E7784","http://opencontext.dainst.org/subjects/050B6377-A242-40FC-CCA0-3CDE318E7784","http://core.tdar.org/browse/site-name/4300/13cd117","Iowa Site Files","2015-02-19 11:12:47.954357"
"13CD134","http://opencontext.org/subjects/553C80AF-1447-433E-E3D7-3B00DDA530D2","http://opencontext.dainst.org/subjects/553C80AF-1447-433E-E3D7-3B00DDA530D2","http://core.tdar.org/browse/site-name/4302/13cd134","Iowa Site Files","2015-02-19 11:13:14.727436"
"13CD135","http://opencontext.org/subjects/82749B96-ED5C-4B17-A316-AACA312DE4F7","http://opencontext.dainst.org/subjects/82749B96-ED5C-4B17-A316-AACA312DE4F7","http://core.tdar.org/browse/site-name/4304/13cd135","Iowa Site Files","2015-02-19 11:13:16.066042"
"13CD136","http://opencontext.org/subjects/468A37D1-0105-4695-7EC8-E7D14E8A3E5B","http://opencontext.dainst.org/subjects/468A37D1-0105-4695-7EC8-E7D14E8A3E5B","http://core.tdar.org/browse/site-name/4306/13cd136","Iowa Site Files","2015-02-19 11:13:17.397045"
"13CD137","http://opencontext.org/subjects/53621952-D9EF-4CE7-1E28-0557090312BF","http://opencontext.dainst.org/subjects/53621952-D9EF-4CE7-1E28-0557090312BF","http://core.tdar.org/browse/site-name/4307/13cd137","Iowa Site Files","2015-02-19 11:13:18.740647"
"13CD138","http://opencontext.org/subjects/951C721B-4A8B-4BE2-DB92-AE026710DAE1","http://opencontext.dainst.org/subjects/951C721B-4A8B-4BE2-DB92-AE026710DAE1","http://core.tdar.org/browse/site-name/4309/13cd138","Iowa Site Files","2015-02-19 11:13:20.077853"
"13CD139","http://opencontext.org/subjects/60F2E44E-8B27-4FB7-7C55-FEFE1D30F3C0","http://opencontext.dainst.org/subjects/60F2E44E-8B27-4FB7-7C55-FEFE1D30F3C0","http://core.tdar.org/browse/site-name/4311/13cd139","Iowa Site Files","2015-02-19 11:13:21.405855"
"13CD142","http://opencontext.org/subjects/C309E392-5911-4228-0247-A02A3753B084","http://opencontext.dainst.org/subjects/C309E392-5911-4228-0247-A02A3753B084","http://core.tdar.org/browse/site-name/4313/13cd142","Iowa Site Files","2015-02-19 11:13:27.413668"
"13CD143","http://opencontext.org/subjects/D1BA715B-1EBC-4DBF-A857-4E75CA4B61FB","http://opencontext.dainst.org/subjects/D1BA715B-1EBC-4DBF-A857-4E75CA4B61FB","http://core.tdar.org/browse/site-name/4315/13cd143","Iowa Site Files","2015-02-19 11:13:28.744472"
"13CD144","http://opencontext.org/subjects/F4F2F19D-0D32-4C90-D3DF-BBE43F8AA6C4","http://opencontext.dainst.org/subjects/F4F2F19D-0D32-4C90-D3DF-BBE43F8AA6C4","http://core.tdar.org/browse/site-name/4317/13cd144","Iowa Site Files","2015-02-19 11:13:30.097476"
"13CD145","http://opencontext.org/subjects/42333CE9-FD68-4A46-8C90-72D7B81C7E83","http://opencontext.dainst.org/subjects/42333CE9-FD68-4A46-8C90-72D7B81C7E83","http://core.tdar.org/browse/site-name/4319/13cd145","Iowa Site Files","2015-02-19 11:13:31.424478"
"13CD146","http://opencontext.org/subjects/B1D82EB1-F316-4D8F-CD1C-B679CFD26CED","http://opencontext.dainst.org/subjects/B1D82EB1-F316-4D8F-CD1C-B679CFD26CED","http://core.tdar.org/browse/site-name/4321/13cd146","Iowa Site Files","2015-02-19 11:13:32.771081"
"13CD147","http://opencontext.org/subjects/2168CAB6-22D4-4147-96AD-E7139D85379B","http://opencontext.dainst.org/subjects/2168CAB6-22D4-4147-96AD-E7139D85379B","http://core.tdar.org/browse/site-name/4322/13cd147","Iowa Site Files","2015-02-19 11:13:34.099083"
"13CD148","http://opencontext.org/subjects/EDC3D2A7-ABE8-4D48-1722-E27AD9C9EA08","http://opencontext.dainst.org/subjects/EDC3D2A7-ABE8-4D48-1722-E27AD9C9EA08","http://core.tdar.org/browse/site-name/4323/13cd148","Iowa Site Files","2015-02-19 11:13:35.427086"
"13CD149","http://opencontext.org/subjects/45DDC1AA-4B8D-462F-6CA6-C86F06129DFA","http://opencontext.dainst.org/subjects/45DDC1AA-4B8D-462F-6CA6-C86F06129DFA","http://core.tdar.org/browse/site-name/4324/13cd149","Iowa Site Files","2015-02-19 11:13:36.787288"
"13CD150","http://opencontext.org/subjects/0128B3B6-AD75-477F-1722-6DAF57509E77","http://opencontext.dainst.org/subjects/0128B3B6-AD75-477F-1722-6DAF57509E77","http://core.tdar.org/browse/site-name/4325/13cd150","Iowa Site Files","2015-02-19 11:13:40.207695"
"13CD18","http://opencontext.org/subjects/FB39D719-8228-4C62-6ADC-4CC5CBBB564B","http://opencontext.dainst.org/subjects/FB39D719-8228-4C62-6ADC-4CC5CBBB564B","http://core.tdar.org/browse/site-name/4298/13cd18","Iowa Site Files","2015-02-19 11:14:17.276381"
"13JH1","http://opencontext.org/subjects/3F7B0D17-BF9B-4729-C5F0-AA3008C827EE","http://opencontext.dainst.org/subjects/3F7B0D17-BF9B-4729-C5F0-AA3008C827EE","http://core.tdar.org/browse/site-name/3123/13jh1","Iowa Site Files","2015-02-19 14:45:29.919153"
"13JH2","http://opencontext.org/subjects/5D4878AF-9BE3-46C9-6683-339F9FDAABE2","http://opencontext.dainst.org/subjects/5D4878AF-9BE3-46C9-6683-339F9FDAABE2","http://core.tdar.org/browse/site-name/3112/13jh2","Iowa Site Files","2015-02-19 14:52:15.013859"
"13JH201","http://opencontext.org/subjects/2347B44F-A064-401E-C9F1-3C16F660BB30","http://opencontext.dainst.org/subjects/2347B44F-A064-401E-C9F1-3C16F660BB30","http://core.tdar.org/browse/site-name/3117/13jh201","Iowa Site Files","2015-02-19 14:52:19.731072"
"13JH202","http://opencontext.org/subjects/A7EA0252-C3A0-4A7E-496E-6B7E2CC1BAEB","http://opencontext.dainst.org/subjects/A7EA0252-C3A0-4A7E-496E-6B7E2CC1BAEB","http://core.tdar.org/browse/site-name/3115/13jh202","Iowa Site Files","2015-02-19 14:52:21.109275"
"13JH203","http://opencontext.org/subjects/9ECB8F54-0008-4CBF-63C6-AB537F7A9923","http://opencontext.dainst.org/subjects/9ECB8F54-0008-4CBF-63C6-AB537F7A9923","http://core.tdar.org/browse/site-name/3118/13jh203","Iowa Site Files","2015-02-19 14:52:22.482078"
"13JH204","http://opencontext.org/subjects/39341ADA-D277-45FA-42CF-86471FECD6B2","http://opencontext.dainst.org/subjects/39341ADA-D277-45FA-42CF-86471FECD6B2","http://core.tdar.org/browse/site-name/3119/13jh204","Iowa Site Files","2015-02-19 14:52:23.82468"
"13JH205","http://opencontext.org/subjects/B205339B-652A-4042-44F4-629984C8FA8E","http://opencontext.dainst.org/subjects/B205339B-652A-4042-44F4-629984C8FA8E","http://core.tdar.org/browse/site-name/3116/13jh205","Iowa Site Files","2015-02-19 14:52:25.143484"
"13JH206","http://opencontext.org/subjects/AC11F795-B4B8-46EF-F32B-5815B0706747","http://opencontext.dainst.org/subjects/AC11F795-B4B8-46EF-F32B-5815B0706747","http://core.tdar.org/browse/site-name/3120/13jh206","Iowa Site Files","2015-02-19 14:52:26.456886"
"13JH207","http://opencontext.org/subjects/0520CA19-6EA8-4270-1EB2-8C0587EBCEB0","http://opencontext.dainst.org/subjects/0520CA19-6EA8-4270-1EB2-8C0587EBCEB0","http://core.tdar.org/browse/site-name/3121/13jh207","Iowa Site Files","2015-02-19 14:52:27.808489"
"13JH3","http://opencontext.org/subjects/699037C8-4109-4E76-ACED-377509830FB3","http://opencontext.dainst.org/subjects/699037C8-4109-4E76-ACED-377509830FB3","http://core.tdar.org/browse/site-name/3113/13jh3","Iowa Site Files","2015-02-19 14:54:50.170999"
"13JH4","http://opencontext.org/subjects/7149608C-8A7B-4D3A-F2A8-B793E9C32C4F","http://opencontext.dainst.org/subjects/7149608C-8A7B-4D3A-F2A8-B793E9C32C4F","http://core.tdar.org/browse/site-name/3114/13jh4","Iowa Site Files","2015-02-19 14:57:19.594527"
"13LA12","http://opencontext.org/subjects/BD8249EC-BD06-4D87-997F-220D2739A06C","http://opencontext.dainst.org/subjects/BD8249EC-BD06-4D87-997F-220D2739A06C","http://core.tdar.org/browse/site-name/1123/13la12","Iowa Site Files","2015-02-19 15:48:41.545834"
"13LA152","http://opencontext.org/subjects/4458CA4F-328D-4C4B-BAC7-A241313EEEE5","http://opencontext.dainst.org/subjects/4458CA4F-328D-4C4B-BAC7-A241313EEEE5","http://core.tdar.org/browse/site-name/1124/13la152","Iowa Site Files","2015-02-19 15:49:30.484142"
"13LC1","http://opencontext.org/subjects/46180AB1-F097-47E3-4D15-99C765B0F920","http://opencontext.dainst.org/subjects/46180AB1-F097-47E3-4D15-99C765B0F920","http://core.tdar.org/browse/site-name/6380/13lc1","Iowa Site Files","2015-02-19 16:08:07.603226"
